761651311310000043151294,N06,28000.00,BT21111915295582,2023/03/03,S,Success,76165_58_100_1677854577755_resp_EOD.txt,-
761651311310000043151294,N06,28000.00,BT21111915295582,2023/03/03,S,Success,76165_58_100_1677854577755_resp_EOD.txt,-
